conversationId,type,role,timestamp,text,isMessageBackText,plainText,topScoringIntent
LJt6wyFrAQa3dW4sbb9j0g-eu,conversationUpdate,user,2023-11-27T09:11:02.965Z,,0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,event,user,2023-11-27T09:11:03.127Z,,0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:11:03.411Z,"[Adaptive Card]    Ich bin **Bottie**, der digitale Assistent der Thüga Energie. Ich beantworte Ihnen gerne Fragen rund um das Thema **Energie**.\ \ Nachfolgend finden Sie Themen, bei denen ich Ihnen besonders gut helfen kann ????. Sie können aber auch gerne Ihre Frage direkt hier unten im Chat eintippen.    ?? Tipp: Wenn Sie **_""Menü""_** in den Chat schreiben gelangen Sie wieder zu dieser Themenauswahl.",0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,event,,2023-11-27T09:11:03.509Z,,0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:11:04.492Z,Fragen zu Zählern und Zählerstand,1,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,trace,,2023-11-27T09:11:04.568Z,,0,0,meterReadingOverview
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:11:04.768Z,[Adaptive Card]   Sie suchen Informationen zum Themenbereich **Zähler und Zählerstand**?    Wählen Sie einfach eine der Optionen aus oder geben Sie unten eine andere Frage ein. ??,0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:11:04.923Z,Womit kann ich Ihnen noch helfen?,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:11:06.419Z,Zählerstand mitteilen,1,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,trace,,2023-11-27T09:11:06.467Z,,0,0,MR_tellMeterReading
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:11:06.779Z,"Schön, dass Sie uns Ihren Zählerstand mitteilen möchten ??   Bitte wählen Sie die **gewünschte Sparte** aus ??  ",0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:11:08.643Z,[ADAPTIVE CARD POWER SELECTION],0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:11:09.120Z,,0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:16:52.829Z,abbrechen,1,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,trace,,2023-11-27T09:16:52.919Z,,0,0,cancel
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:16:53.081Z,Wie kann ich Ihnen noch behilflich sein?,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:16:57.195Z,zählerstand,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,trace,,2023-11-27T09:16:57.490Z,,0,0,meterReadingOverview
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:16:57.684Z,[Adaptive Card]   Sie suchen Informationen zum Themenbereich **Zähler und Zählerstand**?    Wählen Sie einfach eine der Optionen aus oder geben Sie unten eine andere Frage ein. ??,0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:16:57.834Z,Wie kann ich Ihnen noch behilflich sein?,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:16:58.950Z,Zählerstand mitteilen,1,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,trace,,2023-11-27T09:16:59.026Z,,0,0,MR_tellMeterReading
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:16:59.328Z,"Schön, dass Sie uns Ihren Zählerstand mitteilen möchten ??   Bitte wählen Sie die **gewünschte Sparte** aus ??  ",0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:17:01.194Z,[ADAPTIVE CARD POWER SELECTION],0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:17:01.582Z,,0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:17:52.337Z,abbrechen,1,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,trace,,2023-11-27T09:17:52.401Z,,0,0,cancel
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:17:52.561Z,Wie kann ich Ihnen noch behilflich sein?,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:17:55.493Z,zählerstand,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,trace,,2023-11-27T09:17:55.781Z,,0,0,meterReadingOverview
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:17:55.966Z,[Adaptive Card]   Sie suchen Informationen zum Themenbereich **Zähler und Zählerstand**?    Wählen Sie einfach eine der Optionen aus oder geben Sie unten eine andere Frage ein. ??,0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:17:56.096Z,Womit kann ich Ihnen noch helfen?,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:17:57.432Z,Zählerstand mitteilen,1,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,trace,,2023-11-27T09:17:57.474Z,,0,0,MR_tellMeterReading
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:17:57.823Z,"Schön, dass Sie uns Ihren Zählerstand mitteilen möchten ??   Bitte wählen Sie die **gewünschte Sparte** aus ??  ",0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:17:59.735Z,[ADAPTIVE CARD POWER SELECTION],0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:18:00.142Z,,0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:18:54.686Z,abbrechen,1,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,trace,,2023-11-27T09:18:54.776Z,,0,0,cancel
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:18:54.954Z,Womit kann ich Ihnen noch helfen?,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:18:59.973Z,abschlag ändern,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,trace,,2023-11-27T09:19:00.278Z,,0,0,AP_changeAmount
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:19:00.678Z,,0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:19:03.659Z,abbrechen,1,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,trace,,2023-11-27T09:19:03.724Z,,0,0,cancel
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:19:03.892Z,Was möchten Sie noch von mir wissen?,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:19:19.317Z,abschlag ändern,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,trace,,2023-11-27T09:19:19.650Z,,0,0,AP_changeAmount
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:19:20.056Z,,0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:19:49.875Z,[ADAPTIVE CARD WITH LOGIN + METER DATA],0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:19:55.632Z,"[Adaptive Card]   Es gab leider einen Fehler bei der Änderung Ihrer Abschlagshöhe im System ??  Dies kann mehrere Gründe haben, z.B.: - Abschlag wurde erst kürzlich geändert - Es gibt keine fälligen Abschläge mehr - Ein technisches Problem ist aufgetreten  Gerne können Sie alternativ unseren Kundenservice kontaktieren bzw. nutzen ??",0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:19:55.789Z,Wie kann ich Ihnen noch behilflich sein?,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:20:11.551Z,zählerstand mitteilen,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,trace,,2023-11-27T09:20:11.844Z,,0,0,MR_tellMeterReading
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:20:12.148Z,"Schön, dass Sie uns Ihren Zählerstand mitteilen möchten ??   Bitte wählen Sie die **gewünschte Sparte** aus ??  ",0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:20:13.816Z,[ADAPTIVE CARD POWER SELECTION],0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:20:14.213Z,,0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:20:18.870Z,[ADAPTIVE CARD WITH LOGIN + METER DATA],0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:20:25.471Z,? Der Zählerstand scheint leider nicht plausibel zu sein ?? Bitte den Zählerstand zur Bestätigung **unten im Chat** eintippen ??,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:20:29.776Z,0,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:20:30.160Z,Wie kann ich Ihnen noch behilflich sein?,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:20:30.033Z,? Vielen Dank für die Eingabe Ihres Zählerstandes! Ihre Daten wurden erfolgreich erfasst und in unserem System hinterlegt ??.,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:20:39.651Z,55,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,trace,,2023-11-27T09:20:39.972Z,,0,0,SM_meteringPointOperation
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:20:40.125Z,"Der **Messstellenbetreiber** ist das Unternehmen, das für die **Verwaltung** und den **Betrieb** Ihrer **Energiezähler** verantwortlich ist.   Seine Hauptaufgaben umfassen die **Installation der Messgeräte**, das **Management der Verbrauchsdaten**, die **Abrechnung** und die **Wartung der Zähler**.  Wenn Sie wissen möchten, wer Ihr Messstellenbetreiber ist, können Sie auf **Ihrer Rechnung** einsehen.",0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:20:40.253Z,Womit kann ich Ihnen noch helfen?,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:20:42.936Z,66,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,trace,,2023-11-27T09:20:43.233Z,,0,0,SM_meteringPointOperation
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:20:43.383Z,"Der **Messstellenbetreiber** ist das Unternehmen, das für die **Verwaltung** und den **Betrieb** Ihrer **Energiezähler** verantwortlich ist.   Seine Hauptaufgaben umfassen die **Installation der Messgeräte**, das **Management der Verbrauchsdaten**, die **Abrechnung** und die **Wartung der Zähler**.  Wenn Sie wissen möchten, wer Ihr Messstellenbetreiber ist, können Sie auf **Ihrer Rechnung** einsehen.",0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:20:43.516Z,Wie kann ich Ihnen noch behilflich sein?,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:20:45.325Z,88,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,trace,,2023-11-27T09:20:45.589Z,,0,0,SM_meteringPointOperation
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:20:45.724Z,"Der **Messstellenbetreiber** ist das Unternehmen, das für die **Verwaltung** und den **Betrieb** Ihrer **Energiezähler** verantwortlich ist.   Seine Hauptaufgaben umfassen die **Installation der Messgeräte**, das **Management der Verbrauchsdaten**, die **Abrechnung** und die **Wartung der Zähler**.  Wenn Sie wissen möchten, wer Ihr Messstellenbetreiber ist, können Sie auf **Ihrer Rechnung** einsehen.",0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:20:45.887Z,Wie kann ich Ihnen noch weiterhelfen?,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:21:43.706Z,zählerstand melden,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,trace,,2023-11-27T09:21:43.972Z,,0,0,MR_tellMeterReading
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:21:44.274Z,"Schön, dass Sie uns Ihren Zählerstand mitteilen möchten ??   Bitte wählen Sie die **gewünschte Sparte** aus ??  ",0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:21:50.169Z,[ADAPTIVE CARD POWER SELECTION],0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:21:50.561Z,,0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:22:37.697Z,[ADAPTIVE CARD WITH LOGIN + METER DATA],0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:22:38.249Z,,0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:22:41.845Z,[ADAPTIVE CARD WITH LOGIN + METER DATA],0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:22:42.275Z,,0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:22:49.798Z,abbrechen,1,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,trace,,2023-11-27T09:22:49.899Z,,0,0,cancel
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:22:50.079Z,Wie kann ich Ihnen noch behilflich sein?,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:22:58.004Z,abschlag ändern,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,trace,,2023-11-27T09:22:58.371Z,,0,0,AP_changeAmount
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:22:58.776Z,,0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:23:01.078Z,[ADAPTIVE CARD WITH LOGIN + METER DATA],0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:23:01.489Z,,0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:23:04.488Z,[ADAPTIVE CARD WITH LOGIN + METER DATA],0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:23:04.886Z,,0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:27:31.853Z,abbrechen,1,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,trace,,2023-11-27T09:27:31.935Z,,0,0,cancel
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:27:32.134Z,Wie kann ich Ihnen noch weiterhelfen?,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:27:35.818Z,abschlag ändern,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,trace,,2023-11-27T09:27:36.382Z,,0,0,AP_changeAmount
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:27:36.780Z,,0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:27:45.482Z,[ADAPTIVE CARD WITH LOGIN + METER DATA],0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:27:50.888Z,"[Adaptive Card]   Leider konnte ihre Abschlagshöhe im System nicht angepasst werden ??  Dies kann mehrere Gründe haben, z.B.: - Abschlag wurde erst kürzlich geändert - Es gibt keine fälligen Abschläge mehr - Ein technisches Problem ist aufgetreten  Versuchen Sie es bitte zu einem späteren Zeitpunkt erneut oder wenden Sie sich in dringenden Fällen an unseren Kundenservice ??",0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:27:51.218Z,Wie kann ich Ihnen noch behilflich sein?,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:29:19.787Z,abschlag ändern,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,trace,,2023-11-27T09:29:20.103Z,,0,0,AP_changeAmount
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:29:20.584Z,,0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:29:24.301Z,[ADAPTIVE CARD WITH LOGIN + METER DATA],0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:29:29.642Z,"[Adaptive Card]   Leider konnte ihre Abschlagshöhe im System nicht angepasst werden ??  Dies kann mehrere Gründe haben, z.B.: - Abschlag wurde erst kürzlich geändert - Es gibt keine fälligen Abschläge mehr - Ein technisches Problem ist aufgetreten  Versuchen Sie es bitte zu einem späteren Zeitpunkt erneut oder wenden Sie sich an unseren Kundenservice ??",0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:29:29.779Z,Wie kann ich Ihnen noch weiterhelfen?,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:29:31.553Z,Kundenservice,1,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,trace,,2023-11-27T09:29:31.590Z,,0,0,SM_contactRequest
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:29:31.755Z,"[Adaptive Card]   Unser Kundenportal steht Ihnen rund um die Uhr zur Verfügung.  Sie können Änderungen zeitsparend jederzeit online erledigen und Ihr Energiekonto direkt selbst verwalten.    Gerne helfen wir Ihnen auch per Mail, telefonisch oder persönlich in unserem Kundenzentrum weiter.  Hier finden Sie Ihre Ansprechpartner. ",0,0,
LJt6wyFrAQa3dW4sbb9j0g-eu,message,user,2023-11-27T09:34:23.363Z,abschlag ändern,0,1,
LJt6wyFrAQa3dW4sbb9j0g-eu,trace,,2023-11-27T09:34:23.683Z,,0,0,AP_changeAmount
LJt6wyFrAQa3dW4sbb9j0g-eu,message,,2023-11-27T09:34:24.070Z,,0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,conversationUpdate,user,2023-12-06T14:42:38.813Z,,0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,event,user,2023-12-06T14:42:38.959Z,,0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,,2023-12-06T14:42:39.312Z,"Schön, dass Sie uns Ihren Zählerstand mitteilen möchten ??   Bitte wählen Sie die **gewünschte Sparte** aus ??  ",0,1,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,event,,2023-12-06T14:42:39.387Z,,0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,user,2023-12-06T14:42:43.922Z,[ADAPTIVE CARD POWER SELECTION],0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,,2023-12-06T14:42:44.290Z,,0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,user,2023-12-06T14:43:44.186Z,[ADAPTIVE CARD WITH LOGIN + METER DATA],0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,,2023-12-06T14:43:56.540Z,"[Adaptive Card]   Leider konnte Ihr Zählerstand nicht ins System übermittelt werden ??  Dies kann mehrere Gründe haben, z.B.: - Zählerstand wurde erst kürzlich gemeldet - Ein technisches Problem ist aufgetreten  Versuchen Sie es bitte zu einem späteren Zeitpunkt erneut oder wenden Sie sich an unseren Kundenservice ??",0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,,2023-12-06T14:43:56.664Z,Wie kann ich Ihnen noch behilflich sein?,0,1,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,event,user,2023-12-06T14:44:38.003Z,,0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,event,user,2023-12-06T14:44:38.385Z,,0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,,2023-12-06T14:44:38.697Z,"Schön, dass Sie uns Ihren Zählerstand mitteilen möchten ??   Bitte wählen Sie die **gewünschte Sparte** aus ??  ",0,1,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,user,2023-12-06T14:44:41.685Z,[ADAPTIVE CARD POWER SELECTION],0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,,2023-12-06T14:44:42.061Z,,0,0,
3bj0V1iQADqElvBefqw6Ca-eu,conversationUpdate,user,2023-12-06T14:44:50.463Z,,0,0,
3bj0V1iQADqElvBefqw6Ca-eu,event,,2023-12-06T14:44:51.028Z,,0,0,
3bj0V1iQADqElvBefqw6Ca-eu,message,,2023-12-06T14:44:50.932Z,"Schön, dass Sie uns Ihren Zählerstand mitteilen möchten ??   Bitte wählen Sie die **gewünschte Sparte** aus ??  ",0,1,
3bj0V1iQADqElvBefqw6Ca-eu,event,user,2023-12-06T14:44:50.609Z,,0,0,
3bj0V1iQADqElvBefqw6Ca-eu,message,user,2023-12-06T14:44:57.000Z,[ADAPTIVE CARD POWER SELECTION],0,0,
3bj0V1iQADqElvBefqw6Ca-eu,message,,2023-12-06T14:44:57.405Z,,0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,user,2023-12-06T14:45:29.288Z,[ADAPTIVE CARD WITH LOGIN + METER DATA],0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,,2023-12-06T14:45:32.573Z,,0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,user,2023-12-06T14:45:48.518Z,[ADAPTIVE CARD WITH LOGIN + METER DATA],0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,,2023-12-06T14:46:04.140Z,"[Adaptive Card]   Leider konnte Ihr Zählerstand nicht ins System übermittelt werden ??  Dies kann mehrere Gründe haben, z.B.: - Zählerstand wurde erst kürzlich gemeldet - Ein technisches Problem ist aufgetreten  Versuchen Sie es bitte zu einem späteren Zeitpunkt erneut oder wenden Sie sich an unseren Kundenservice ??",0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,,2023-12-06T14:46:04.254Z,Wie kann ich Ihnen noch weiterhelfen?,0,1,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,trace,,2023-12-06T14:46:46.529Z,,0,0,SM_customerService
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,user,2023-12-06T14:46:46.469Z,Kundenservice,1,1,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,,2023-12-06T14:46:46.701Z,"[Adaptive Card]   Unser Kundenportal steht Ihnen rund um die Uhr ? zur Verfügung.   Sie können Änderungen zeitsparend jederzeit online erledigen und direkt selbst verwalten.   Ihre Rechnungen erhalten Sie per E-Mail, die Zahlungen erfolgen bequem per Einzugsermächtigung oder Überweisungen - und offene Fragen können Sie online mit unserem Kundenservice klären.  **Vielleicht kann Ihnen auch einer meiner menschlichen Kollegen weiterhelfen?**  **Servicezeiten Live-Chat**\ **Montag bis Freitag**\ 08:00 - 18:00 Uhr ",0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,,2023-12-06T14:46:46.810Z,Wie kann ich Ihnen noch weiterhelfen?,0,1,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,user,2023-12-06T14:46:50.961Z,Zum Live-Chat,1,1,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,trace,,2023-12-06T14:46:50.994Z,,0,0,handover
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,,2023-12-06T14:46:51.171Z,[Adaptive Card]   Gerne kann Ihnen einer meiner menschlichen Kollegen weiterhelfen.  Verwenden Sie hierfür unseren **Live-Chat** und schildern Sie nochmal kurz Ihr Anliegen in unserem verlinkten Live-Chat-Portal ??.   **Servicezeiten Live-Chat**\ Montag bis Freitag:\ 08:00 - 18:00 Uhr,0,0,
3bj0V1iQADqElvBefqw6Ca-eu,message,user,2023-12-06T14:46:43.622Z,[ADAPTIVE CARD WITH LOGIN + METER DATA],0,0,
3bj0V1iQADqElvBefqw6Ca-eu,message,,2023-12-06T14:46:58.775Z,? Vielen Dank für die Eingabe Ihres Zählerstandes! Ihre Daten wurden erfolgreich erfasst und in unserem System hinterlegt ??.,0,1,
3bj0V1iQADqElvBefqw6Ca-eu,message,,2023-12-06T14:46:58.917Z,Wie kann ich Ihnen noch behilflich sein?,0,1,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,event,user,2023-12-06T14:47:03.104Z,,0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,event,user,2023-12-06T14:47:03.553Z,,0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,,2023-12-06T14:47:03.893Z,"Schön, dass Sie uns Ihren Zählerstand mitteilen möchten ??   Bitte wählen Sie die **gewünschte Sparte** aus ??  ",0,1,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,user,2023-12-06T14:47:11.243Z,[ADAPTIVE CARD POWER SELECTION],0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,,2023-12-06T14:47:11.585Z,,0,0,
3bj0V1iQADqElvBefqw6Ca-eu,endOfConversation,user,2023-12-06T14:47:34.069Z,,0,0,
3bj0V1iQADqElvBefqw6Ca-eu,event,user,2023-12-06T14:47:36.735Z,,0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,user,2023-12-06T14:47:49.484Z,[ADAPTIVE CARD WITH LOGIN + METER DATA],0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,,2023-12-06T14:48:02.622Z,"[Adaptive Card]   Leider konnte Ihr Zählerstand nicht ins System übermittelt werden ??  Dies kann mehrere Gründe haben, z.B.: - Zählerstand wurde erst kürzlich gemeldet - Ein technisches Problem ist aufgetreten  Versuchen Sie es bitte zu einem späteren Zeitpunkt erneut oder wenden Sie sich an unseren Kundenservice ??",0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,,2023-12-06T14:48:02.784Z,Was möchten Sie noch von mir wissen?,0,1,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,user,2023-12-06T14:48:05.983Z,Kundenservice,1,1,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,trace,,2023-12-06T14:48:05.992Z,,0,0,SM_customerService
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,,2023-12-06T14:48:06.234Z,"[Adaptive Card]   Unser Kundenportal steht Ihnen rund um die Uhr ? zur Verfügung.   Sie können Änderungen zeitsparend jederzeit online erledigen und direkt selbst verwalten.   Ihre Rechnungen erhalten Sie per E-Mail, die Zahlungen erfolgen bequem per Einzugsermächtigung oder Überweisungen - und offene Fragen können Sie online mit unserem Kundenservice klären.  **Vielleicht kann Ihnen auch einer meiner menschlichen Kollegen weiterhelfen?**  **Servicezeiten Live-Chat**\ **Montag bis Freitag**\ 08:00 - 18:00 Uhr ",0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,,2023-12-06T14:48:06.402Z,Was möchten Sie noch von mir wissen?,0,1,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,event,user,2023-12-06T14:48:11.728Z,,0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,event,user,2023-12-06T14:48:12.234Z,,0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,,2023-12-06T14:48:12.557Z,"Schön, dass Sie uns Ihren Zählerstand mitteilen möchten ??   Bitte wählen Sie die **gewünschte Sparte** aus ??  ",0,1,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,user,2023-12-06T14:48:19.043Z,[ADAPTIVE CARD POWER SELECTION],0,0,
4Iz2TKIL4Zy5YbQ4znm75Y-eu,message,,2023-12-06T14:48:19.443Z,,0,0,
